appid,tags
245470,2D;Capitalism;Casual;Difficult;Economy;Education;Funny;Indie;Management;Moddable;Political;Political Sim;Politics;Sandbox;Sequel;Simulation;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy
245490,2.5D;2D;Action;Adventure;Arcade;Casual;Competitive;Difficult;Funny;Futuristic;Great Soundtrack;Level Editor;Local Multiplayer;Multiplayer;Physics;Platformer;Racing;Simulation;Singleplayer;Sports
245620,Adventure;Atmospheric;City Builder;Co-op;Comedy;Economy;Funny;Great Soundtrack;Historical;Management;Multiplayer;Open World;Politics;Resource Management;RPG;RTS;Sandbox;Simulation;Singleplayer;Strategy
245730,2.5D;Action;Adventure;Classic;Cyberpunk;Futuristic;Platformer;Remake;RPG;Sci-fi;Side Scroller;Singleplayer
246070,2D;Action;Action RPG;Adventure;Casual;Fantasy;Female Protagonist;Hack and Slash;Hacking;Indie;Programming;Puzzle;RPG;Singleplayer
246090,2D;Adventure;Base-Building;Building;City Builder;Comedy;Futuristic;Indie;Isometric;Management;Sandbox;Sci-fi;Simulation;Singleplayer;Space;Strategy;Survival
246110,Fantasy;Indie;Kickstarter;Management;Perma Death;Rogue-like;RPG;Singleplayer;Strategy;Tactical;Tactical RPG;Turn-Based;Turn-Based Combat;Turn-Based Strategy;Turn-Based Tactics
246300,Action;Adventure;Early Access;First-Person;Horror;Indie;Simulation
246360,Casual;Indie;Puzzle
246420,2D;Action;Action-Adventure;Adventure;Cartoon;Cartoony;Casual;Colorful;Comedy;Difficult;Fantasy;Funny;Indie;Medieval;RPG;Singleplayer;Strategy;Tactical;Touch-Friendly;Tower Defense
246580,Action;Arcade;Co-op;Comedy;Education;First-Person;FPS;Funny;Gore;Great Soundtrack;Horror;Mature;Multiplayer;On-Rails Shooter;Parody ;Score Attack;Shooter;Singleplayer;Typing;Zombies
246620,2D;Addictive;Atmospheric;Casual;Co-op;Difficult;Early Access;Indie;Multiplayer;Outbreak Sim;Post-apocalyptic;Realistic;Replay Value;Sandbox;Simulation;Singleplayer;Strategy;Survival;Tactical;Zombies
246680,2D;Action;Adventure;Beautiful;Controller;Exploration;Flight;Fox;Indie;Metroidvania;Nature;Open World;Platformer;Puzzle;Side Scroller;Singleplayer
246720,Adventure;Casual;Horror;Indie;Puzzle
246740,Action;Adventure;First-Person;Horror;Indie
246760,3D;Character Customization;Choices Matter;Choose Your Own Adventure;Difficult;Historical;Inventory Management;Level Editor;Medieval;Multiple Endings;RPG;Story Rich;Strategy;Strategy RPG;Tactical;Tactical RPG;Third Person;Turn-Based;Turn-Based Combat;Turn-Based Strategy
246800,Action;Indie;Music;Platformer;Rhythm
246820,Action;Adventure;Casual;Early Access;Indie
246840,Action;Action RPG;Adventure;Casual;Character Customization;Classic;Dog;Dungeon Crawler;Epic;Fantasy;Fishing;Great Soundtrack;Hack and Slash;Isometric;Loot;Old School;Rogue-like;Rogue-lite;RPG;Singleplayer
246880,Action;Early Access;Indie;Shooter;Top-Down
246900,Adventure;Blood;Casual;Co-op;Comedy;First-Person;Funny;Gore;Horror;Indie;Multiplayer;Parody ;Physics;Relaxing;Sandbox;Sci-fi;Simulation;Singleplayer;Space;Walking Simulator
246920,Action;Indie;Multiplayer;Voxel
246940,4X;Adventure;Indie;Sci-fi;Singleplayer;Space;Strategy;Turn-Based;Turn-Based Strategy
246960,2.5D;2D;Action;Arcade;Controller;Difficult;Female Protagonist;Great Soundtrack;Indie;Platformer;Side Scroller;Singleplayer
246980,Adventure;Casual;Indie;Platformer;Puzzle
247000,2.5D;Adventure;Board Game;Card Game;Casual;Fantasy;Games Workshop;Grid-Based Movement;Indie;Local Co-Op;Local Multiplayer;Multiplayer;PvP;RPG;Singleplayer;Strategy;Tabletop;Touch-Friendly;Turn-Based;Turn-Based Strategy
247020,2D;4 Player Local;Arcade;Co-op;Comedy;Controller;Cooking;Difficult;Family Friendly;Funny;Indie;Local Co-Op;Local Multiplayer;Management;Multiplayer;Simulation;Singleplayer;Strategy;Time Management;Typing
247080,2D;Action;Adventure;Co-op;Difficult;Dungeon Crawler;Fantasy;Female Protagonist;Great Soundtrack;Indie;Local Co-Op;Music;Pixel Graphics;Procedural Generation;Retro;Rhythm;Rogue-like;Rogue-lite;RPG;Singleplayer
247140,2D;Abstract;Action;Arcade;Bullet Hell;Casual;Colorful;Difficult;Fast-Paced;Indie;Level Editor;Minimalist;Mouse only;Music;Music-Based Procedural Generation;Psychedelic;Rhythm;Shoot 'Em Up;Shooter;Singleplayer
247240,2D;2D Platformer;Action;Adventure;Arcade;Difficult;Fantasy;Gore;Indie;Metroidvania;Old School;Pixel Graphics;Platformer;Retro;Side Scroller;Singleplayer;Vikings
247310,Early Access;Indie;Platformer;Puzzle
247350,Action;Co-op;Indie;Local Co-Op;Multiplayer;Sci-fi;Simulation;Space;Space Sim
247370,2D;2D Platformer;Action;Difficult;Great Soundtrack;Indie;Pixel Graphics;Platformer;Retro;Singleplayer
247430,Action;Assassin;Atmospheric;Classic;Crime;Dark;Difficult;First-Person;Gore;Great Soundtrack;Open World;Psychological Horror;Puzzle;Sandbox;Shooter;Singleplayer;Stealth;Third Person;Third-Person Shooter;Violent
247660,Action;Adventure;Atmospheric;Comedy;Cult Classic;Detective;Exploration;Funny;Great Soundtrack;Horror;Investigation;Mystery;Open World;Psychological Horror;Singleplayer;Story Rich;Surreal;Third Person;Third-Person Shooter;Thriller
247710,
247870,Casual;Comedy;Dark Humor;Indie;LGBTQ+;Life Sim;RPG;Satire;Sci-fi;Simulation;Singleplayer;Strategy
247910,Action;Adventure;Bullet Time;Co-op;FPS;Gore;Horror;Multiplayer;Online Co-Op;Shooter;Singleplayer;Sniper;Stealth;Strategy;Survival;Survival Horror;Third Person;Third-Person Shooter;World War II;Zombies
247950,Action;Action RPG;Adventure;Arcade;Beat 'em up;Co-op;Comedy;Fantasy;Female Protagonist;Hack and Slash;Isometric;Linear;Local Co-Op;Magic;Multiplayer;Online Co-Op;RPG;Singleplayer;Third Person;Top-Down
248190,2D;Adventure;Atmospheric;Exploration;Female Protagonist;Great Soundtrack;Indie;Metroidvania;Physics;Platformer;Precision Platformer;Puzzle;Puzzle-Platformer;Relaxing;Singleplayer;Story Rich
248290,Casual;Education;Indie;Simulation;Strategy
248310,2D;Action;Adventure;Aliens;Anime;Classic;Cute;Difficult;Fast-Paced;Female Protagonist;Funny;Great Soundtrack;Indie;Kickstarter;Pixel Graphics;Platformer;Retro;Side Scroller;Singleplayer;Story Rich
248330,2D;Action;Arcade;Casual;Dinosaurs;Indie;Multiplayer;Pixel Graphics;Platformer;Racing;Retro;Runner;Side Scroller;Singleplayer
248350,Action;Destruction;Funny;Indie;Multiplayer;Open World;Third Person
248370,Building;Indie;Physics;Puzzle;Simulation
248390,2D;Adventure;Building;City Builder;Colony Sim;Crafting;Dwarf;Fantasy;God Game;Indie;Multiplayer;Open World;Resource Management;RPG;Sandbox;Simulation;Singleplayer;Strategy;Survival;Tower Defense
248450,Action;Indie;RPG;Sci-fi;Simulation;Singleplayer;Space;Third Person
248470,3D Platformer;3D Vision;Action;Adventure;Atmospheric;Crime;Dark;Exploration;First-Person;Gore;Horror;Indie;Psychological;Psychological Horror;Puzzle;Singleplayer;Story Rich;Survival;Survival Horror;Walking Simulator
248490,Adventure;Assassin;Atmospheric;Casual;Cold War;Dark;Difficult;First-Person;Hidden Object;Historical;Horror;Indie;Interactive Fiction;Point & Click;Puzzle;Short;Singleplayer;Story Rich;Trivia;Zombies
248510,4X;Difficult;Fantasy;God Game;Grand Strategy;Indie;Moddable;Multiplayer;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy
248530,Action;Adventure;Casual;First-Person;Fishing;FPS;Hunting;Indie;Multiplayer;Simulation;Singleplayer;Sports;Underwater
248550,2.5D;2D Fighter;2D Platformer;4 Player Local;Action;Adventure;Beat 'em up;Character Customization;Co-op;Combat;Competitive;Fighting;Local Co-Op;Local Multiplayer;Metroidvania;Platformer;Robots;Side Scroller;Singleplayer;Split Screen
248570,3D Fighter;Action;Blood;Difficult;Fighting;Free to Play;Funny;Gore;Indie;Martial Arts;Moddable;Multiplayer;Parkour;Physics;Sandbox;Simulation;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy
248610,2D;Action;Co-op;Difficult;Indie;Level Editor;Moddable;Multiplayer;Puzzle;Real Time Tactics;Real-Time with Pause;Replay Value;RTS;Shooter;Simulation;Singleplayer;Strategy;Tactical;Top-Down;Top-Down Shooter
248650,2D;Adventure;Casual;Comedy;Funny;Hand-drawn;Indie;Puzzle;Singleplayer;Touch-Friendly
248710,Action;Action RPG;Co-op;Hack and Slash;Indie;RPG;Singleplayer
248730,2D;Action;Cats;Difficult;Great Soundtrack;Indie;Platformer
248800,Adventure;Anime;Casual;Drama;Episodic;Female Protagonist;Great Soundtrack;Indie;RPG;Sci-fi;Short;Singleplayer;Story Rich;Visual Novel
248820,2D;Action;Action Roguelike;Addictive;Co-op;Difficult;Great Soundtrack;Indie;Local Co-Op;Multiplayer;Online Co-Op;Perma Death;Pixel Graphics;Platformer;Replay Value;Rogue-like;Rogue-lite;RPG;Singleplayer;Survival
248860,Adventure;Crafting;Difficult;Grid-Based Movement;Hex Grid;Indie;Inventory Management;Open World;Perma Death;Post-apocalyptic;Procedural Generation;Realistic;Rogue-like;RPG;Sandbox;Singleplayer;Strategy;Survival;Turn-Based;Turn-Based Strategy
248970,2D;Action;Adventure;Casual;Difficult;Free to Play;Indie;Parkour;Platformer;Runner;Side Scroller;Singleplayer;Touch-Friendly
249050,2D;Adventure;Co-op;Difficult;Dungeon Crawler;Great Soundtrack;Indie;Perma Death;Pixel Graphics;Procedural Generation;Replay Value;Resource Management;Rogue-like;Rogue-lite;RPG;Sci-fi;Singleplayer;Strategy;Survival;Tower Defense
249130,Action;Adventure;Casual;Co-op;Comedy;Comic Book;Family Friendly;Funny;LEGO;Local Co-Op;Local Multiplayer;Multiplayer;Open World;Platformer;Puzzle;Sandbox;Singleplayer;Split Screen;Superhero;Third Person
249190,Action;Adventure;Atmospheric;Building;Destruction;Exploration;Indie;Inventory Management;Management;Real-Time;Realistic;Relaxing;RTS;Sci-fi;Science;Simulation;Singleplayer;Space;Space Sim;Strategy
249230,Action;Action RPG;Adventure;Atmospheric;Classic;Dark Fantasy;Exploration;Fantasy;Gothic;Magic;Medieval;Nudity;Old School;Open World;Pirates;RPG;Sandbox;Singleplayer;Story Rich;Third Person
249330,2D;Auto Battler;Building;Cartoony;Casual;City Builder;Colony Sim;Creature Collector;Cute;Dark Humor;Hand-drawn;Immersive Sim;Life Sim;Management;Real-Time;RTS;Simulation;Singleplayer;Strategy;Tower Defense
249360,Difficult;Indie;Post-apocalyptic;Rogue-like;RPG;Sandbox;Simulation;Singleplayer;Strategy;Survival;Text-Based;Turn-Based;Zombies
249550,Adventure;Indie;JRPG;Massively Multiplayer;Multiplayer;Online Co-Op;Pixel Graphics;Retro;RPG;Turn-Based
249570,2D;Dark;Difficult;Indie;Massively Multiplayer;Perma Death;Pixel Graphics;Puzzle;Rogue-like;Simulation;Strategy
249590,2D;Action;Adventure;Atmospheric;Cute;Dark Fantasy;Difficult;Exploration;Great Soundtrack;Indie;Metroidvania;Nonlinear;Physics;Platformer;Puzzle;Puzzle-Platformer;Retro;Side Scroller;Singleplayer;Steampunk
249610,Action;Casual;Indie;Space
249630,2.5D;3D;Action;Action Roguelike;Adventure;Atmospheric;Dungeon Crawler;Fantasy;First-Person;FPS;Indie;Moddable;Perma Death;Pixel Graphics;Procedural Generation;Retro;Rogue-like;Rogue-lite;RPG;Singleplayer
249650,Action;Adventure;Character Customization;CRPG;Dark Fantasy;Difficult;Fantasy;Hex Grid;Indie;Isometric;RPG;Singleplayer;Story Rich;Strategy;Tactical;Tactical RPG;Turn-Based;Turn-Based Combat;Turn-Based Strategy;Turn-Based Tactics
249680,Action;Adventure;Beat 'em up;Character Action Game;Comedy;Funny;Hack and Slash;Indie;Platformer;Singleplayer;Spectacle fighter;Third Person
249870,2D;Action;Adventure;Casual;Character Customization;Co-op;Comedy;Comic Book;Education;Family Friendly;Fantasy;Funny;Multiplayer;Open World;Platformer;Puzzle;Sandbox;Singleplayer;Strategy;Superhero
249930,City Builder;Management;Simulation;Strategy;Trains
249950,Action;Action RPG;Adventure;Co-op;Dungeon Crawler;Indie;Multiplayer;RPG;Voxel
249990,4 Player Local;Action;Action RPG;Action-Adventure;Adventure;Co-op;Controller;Difficult;Fantasy;Hack and Slash;Indie;Kickstarter;Local Co-Op;Local Multiplayer;Multiplayer;Online Co-Op;Puzzle;PvE;RPG;Top-Down
250030,2D;Adventure;Family Friendly;Female Protagonist;Great Soundtrack;Indie;Point & Click;Puzzle;Retro;Short;Story Rich
250050,2.5D;2D;Action;Adventure;Atmospheric;Casual;Comedy;Controller;Dark Humor;Family Friendly;Fantasy;Funny;Great Soundtrack;Indie;Physics;Platformer;Puzzle;Puzzle-Platformer;Side Scroller;Singleplayer
250070,2D;Action;Arcade;Casual;Controller;Difficult;Funny;Indie;Intentionally Awkward Controls;Minimalist;Multiple Endings;Physics;Pixel Graphics;Platformer;Puzzle;Puzzle-Platformer;Retro;Silent Protagonist;Singleplayer
250110,3D;4 Player Local;Action;Arcade;Bullet Hell;Co-op;Controller;Cute;Difficult;Fast-Paced;Female Protagonist;Local Co-Op;Local Multiplayer;Multiplayer;Robots;Sci-fi;Shoot 'Em Up;Shooter;Top-Down;Twin Stick Shooter
250180,2D;Action;Arcade;Classic;Co-op;Difficult;Great Soundtrack;Local Co-Op;Local Multiplayer;Multiplayer;Nostalgia;Old School;Online Co-Op;Pixel Graphics;Platformer;Retro;Shoot 'Em Up;Shooter;Side Scroller;Singleplayer
250260,Action;Adventure;Casual;Cold War;Comedy;Cyberpunk;Exploration;First-Person;Funny;Great Soundtrack;Indie;Memes;Parody ;Short;Simulation;Singleplayer;Story Rich;Stylized;Surreal;Walking Simulator
250320,Action;Adventure;Atmospheric;Casual;Choices Matter;Choose Your Own Adventure;Cinematic;Comic Book;Dark;Detective;Episodic;Fantasy;Mature;Mystery;Noir;Point & Click;Singleplayer;Story Rich;Visual Novel;Well-Written
250340,Action;Adventure;Building;Co-op;First-Person;FPS;Funny;Horror;Indie;LEGO;Moddable;Multiplayer;Open World;Racing;RPG;Sandbox;Shooter;Singleplayer;Third Person;Zombies
250380,2D;2D Platformer;Adventure;Atmospheric;Cartoony;Difficult;Hand-drawn;Horror;Mystery;Platformer;Procedural Generation;Psychological Horror;Puzzle;Side Scroller;Singleplayer;Story Rich;Strategy;Surreal;Survival;Tactical
250400,Action;Adventure;Co-op;Comedy;Crafting;Gore;Hack and Slash;Indie;Local Co-Op;Multiplayer;Online Co-Op;Open World;Open World Survival Craft;Post-apocalyptic;RPG;Singleplayer;Survival;Survival Horror;Third Person;Zombies
250420,2D;Action;Adventure;Building;Co-op;Free to Play;Funny;Indie;Isometric;Massively Multiplayer;MMORPG;Multiplayer;Online Co-Op;Open World;Pixel Graphics;PvP;Retro;RPG;Sandbox;Survival
250440,Action;Co-op;Indie
250460,Building;Casual;Indie;Physics;Puzzle;Simulation;Singleplayer
250500,2D;Action;Action Roguelike;Adventure;Comedy;Difficult;Funny;Indie;Perma Death;Pixel Graphics;Replay Value;Retro;Rogue-like;Rogue-lite;Shoot 'Em Up;Shooter;Side Scroller;Singleplayer;Twin Stick Shooter;Western
250520,2D;Adventure;Atmospheric;Crafting;CRPG;Cyberpunk;Difficult;Exploration;Indie;Isometric;Old School;Open World;Pixel Graphics;Post-apocalyptic;RPG;Sandbox;Sci-fi;Singleplayer;Turn-Based;Turn-Based Combat
250540,Action;Early Access;Female Protagonist;Indie;Pixel Graphics;RPG;Strategy;Zombies
250560,Action;Action RPG;Adventure;Co-op;Dragons;Dungeon Crawler;Early Access;Fantasy;Hack and Slash;Indie;Level Editor;Local Co-Op;Loot;Multiplayer;Online Co-Op;RPG;Singleplayer;Split Screen
250580,Action;Action Roguelike;Difficult;Fast-Paced;First-Person;FPS;Great Soundtrack;Horror;Indie;Perma Death;Pixel Graphics;Procedural Generation;Rogue-like;Rogue-lite;RPG;Shooter;Singleplayer;Voxel
250600,2D;Adventure;Atmospheric;Beautiful;Casual;Emotional;Experimental;Exploration;Flight;Free to Play;Funny;Great Soundtrack;Indie;Music;Nature;Relaxing;Short;Simulation;Singleplayer;Walking Simulator
250620,Action;Adventure;Atmospheric;Cute;Dark;Exploration;First-Person;Horror;Indie;Psychological Horror;Puzzle;Short;Simulation;Singleplayer;Stealth;Story Rich;Survival;Survival Horror;VR;Walking Simulator
250680,3D;Action;Action Roguelike;Action-Adventure;Adventure;Difficult;Dungeon Crawler;Exploration;Hack and Slash;Horror;Open World;Perma Death;Psychological Horror;PvE;Rogue-like;Rogue-lite;RPG;Singleplayer;Souls-like;Top-Down
250700,2D;2D Platformer;Action-Adventure;Arcade;Bullet Hell;Difficult;Dinosaurs;Funny;Parody ;Pixel Graphics;Platformer;Puzzle;Puzzle-Platformer;PvE;Retro;Shoot 'Em Up;Shooter;Side Scroller;Strategy;Time Manipulation
250720,Action;Indie;Kickstarter;Sci-fi;Simulation;Space
250760,2D;Action;Adventure;Arcade;Comedy;Difficult;Fantasy;Funny;Great Soundtrack;Indie;Kickstarter;Local Co-Op;Medieval;Old School;Pixel Graphics;Platformer;Retro;RPG;Side Scroller;Singleplayer
250820,3D;Co-op;Combat;Realistic;Romance;Shooter;Simulation;Software;Utilities;VR
250900,2D;Action;Action Roguelike;Atmospheric;Co-op;Dark;Difficult;Dungeon Crawler;Gore;Great Soundtrack;Horror;Indie;Local Co-Op;Pixel Graphics;Procedural Generation;Remake;Replay Value;Rogue-like;Rogue-lite;Singleplayer
251020,Simulation;Trains
251060,Action;Adventure;Alternate History;Co-op;Cold War;Difficult;Epic;Military;Multiplayer;Naval;Real Time Tactics;Real-Time;Realistic;RTS;Simulation;Singleplayer;Strategy;Tactical;War;Wargame
251110,Adventure;Atmospheric;Exploration;First-Person;Great Soundtrack;Horror;Immersive Sim;Indie;Mystery;Open World;Psychological Horror;Puzzle;Singleplayer;Story Rich;Walking Simulator
251130,2D;Comedy;Funny;Great Soundtrack;Indie;Isometric;Management;Mechs;Memes;Pixel Graphics;RPG;Simulation;Singleplayer;Story Rich;Strategy;Superhero;Tactical RPG;Turn-Based;Turn-Based Combat;Turn-Based Tactics
251150,Action;Adventure;Anime;Classic;Fantasy;Female Protagonist;Great Soundtrack;Isometric;JRPG;Romance;RPG;Singleplayer;Story Rich;Strategy;Strategy RPG;Tactical;Tactical RPG;Turn-Based;Turn-Based Combat;Turn-Based Strategy
251210,2D;3D;Abstract;Asynchronous Multiplayer;Board Game;Casual;Early Access;Family Friendly;Female Protagonist;Hex Grid;Indie;Local Multiplayer;Logic;Multiplayer;Puzzle;Singleplayer;Strategy;Tabletop;Turn-Based;Turn-Based Strategy
251230,Action;Adventure;Co-op;Indie;Isometric;Local Co-Op;Mechs;Multiplayer;Online Co-Op;Robots;Sci-fi;Shooter;Singleplayer;Top-Down;Top-Down Shooter;Twin Stick Shooter
251270,2D;Adventure;Anime;Choices Matter;Cute;Dark;Gore;Great Soundtrack;Horror;Indie;Mature;Multiple Endings;Pixel Graphics;Psychological Horror;RPG;RPGMaker;Singleplayer;Story Rich;Survival Horror;Visual Novel
251290,Action;Adventure;Anime;Classic;Fantasy;Female Protagonist;Great Soundtrack;JRPG;Romance;RPG;Singleplayer;Story Rich;Tactical RPG;Turn-Based;Turn-Based Combat
251310,3D;Adventure;Atmospheric;First-Person;Horror;Indie;Physics;Puzzle;Singleplayer
251370,2D;Action;Controller;Difficult;Great Soundtrack;Indie;Level Editor;Pixel Graphics;Platformer;Puzzle;Puzzle-Platformer;Retro;Short;Singleplayer
251410,2.5D;Action;Female Protagonist;Horror;Indie;Metroidvania;Platformer;Sci-fi;Side Scroller;Singleplayer;Survival Horror
251430,1990's;2D;Adventure;Classic;Comedy;Fantasy;Funny;Great Soundtrack;Indie;Point & Click;Puzzle;Retro;Singleplayer;Story Rich
251450,Clicker;Free to Play;RPG
251470,2D;2D Fighter;4 Player Local;Action;Adventure;Arcade;Archery;Co-op;Controller;Difficult;Fighting;Great Soundtrack;Indie;Local Co-Op;Local Multiplayer;Multiplayer;Party Game;Pixel Graphics;Platformer;Retro
251490,Adventure;Atmospheric;Female Protagonist;Great Soundtrack;Indie;Physics;Puzzle;Singleplayer;Story Rich
251510,Action;Casual;Indie;Platformer;Puzzle
251530,Action;Indie;RTS;Sci-fi;Singleplayer;Strategy;Top-Down;Tower Defense
251570,Action;Base-Building;Building;Character Customization;Exploration;FPS;Horror;Multiplayer;Online Co-Op;Open World;Open World Survival Craft;Post-apocalyptic;Procedural Generation;Sandbox;Simulation;Strategy;Survival;Tower Defense;Voxel;Zombies
251590,Adventure;Anime;Character Customization;Classic;Cute;Early Access;Fantasy;Female Protagonist;Great Soundtrack;Indie;JRPG;Magic;Music;Puzzle;Rogue-like;Rogue-lite;RPG;Steampunk;Story Rich;Strategy
251630,2D;Addictive;Casual;Difficult;Great Soundtrack;Indie;Level Editor;Music;Platformer;Rhythm;Singleplayer
251650,1980s;2.5D;Action;Adventure;Casual;Dark Comedy;Drama;Free to Play;Funny;Great Soundtrack;Hand-drawn;Indie;Nudity;Perma Death;Platformer;Sexual Content;Singleplayer;Strategy;Supernatural;Zombies
